"la","year","sex","med_le_0","med_le_50","med_le_65","med_le_80"
"E08000019",2004,"male",80,80,82,86
"E08000019",2005,"female",84,85,85,88
"E08000019",2005,"male",80,80,82,86
"E08000019",2006,"female",85,85,86,89
"E08000019",2006,"male",80,81,83,87
"E08000019",2007,"female",85,85,86,89
"E08000019",2007,"male",81,82,83,87
"E08000019",2008,"female",85,85,86,89
"E08000019",2008,"male",81,82,83,87
"E08000019",2009,"female",85,86,86,89
"E08000019",2009,"male",81,82,83,87
"E08000019",2010,"female",86,86,87,89
"E08000019",2010,"male",82,82,83,88
"E08000019",2011,"female",85,86,86,89
"E08000019",2011,"male",82,83,84,88
"E08000019",2012,"female",86,86,87,90
"E08000019",2012,"male",82,83,84,88
"E08000019",2013,"female",86,86,87,89
"E08000019",2013,"male",82,83,84,88
"E08000021",2002,"female",83,83,84,88
"E08000021",2002,"male",76,77,80,86
"E08000021",2003,"female",82,83,84,88
"E08000021",2003,"male",78,79,81,86
"E08000021",2004,"female",83,84,85,88
"E08000021",2004,"male",78,79,81,86
"E08000021",2005,"female",83,84,85,88
"E08000021",2005,"male",78,80,81,86
"E08000021",2006,"female",83,83,84,88
"E08000021",2006,"male",78,79,81,86
"E08000021",2007,"female",84,84,85,89
"E08000021",2007,"male",79,79,81,87
"E08000021",2008,"female",84,85,85,89
"E08000021",2008,"male",79,80,81,86
"E08000021",2009,"female",84,84,85,89
"E08000021",2009,"male",80,80,82,87
"E08000021",2010,"female",84,85,86,89
"E08000021",2010,"male",80,81,83,87
"E08000021",2011,"female",84,85,86,89
"E08000021",2011,"male",80,81,83,87
"E08000021",2012,"female",85,85,86,90
"E08000021",2012,"male",81,82,84,88
"E08000021",2013,"female",85,85,86,89
"E08000021",2013,"male",82,82,84,88
"E08000022",2002,"female",83,83,84,88
"E08000022",2002,"male",78,78,80,87
"E08000022",2003,"female",84,84,84,88
"E08000022",2003,"male",79,79,81,87
"E08000022",2004,"female",83,84,84,89
"E08000022",2004,"male",78,79,81,87
"E08000022",2005,"female",84,84,86,88
"E08000022",2005,"male",80,81,82,87
"E08000022",2006,"female",84,85,86,89
"E08000022",2006,"male",79,80,82,87
"E08000022",2007,"female",84,84,85,89
"E08000022",2007,"male",80,81,82,87
"E08000022",2008,"female",84,85,86,89
"E08000022",2008,"male",80,80,82,87
"E08000022",2009,"female",85,85,86,89
"E08000022",2009,"male",81,81,83,87
"E08000022",2010,"female",85,85,87,89
"E08000022",2010,"male",81,81,83,87
"E08000022",2011,"female",85,85,86,89
"E08000022",2011,"male",82,83,84,87
"E08000022",2012,"female",86,87,88,89
"E08000022",2012,"male",82,82,83,87
"E08000022",2013,"female",85,85,86,89
"E08000022",2013,"male",81,82,83,88
"E08000023",2002,"female",83,84,85,88
"E08000023",2002,"male",78,78,80,87
"E08000023",2003,"female",83,83,84,88
"E08000023",2003,"male",78,79,81,86
"E08000023",2004,"female",83,83,84,88
"E08000023",2004,"male",77,78,80,86
"E08000023",2005,"female",83,83,84,88
"E08000023",2005,"male",78,78,80,86
"E08000023",2006,"female",83,84,84,88
"E08000023",2006,"male",79,80,81,86
"E08000023",2007,"female",83,84,85,88
"E08000023",2007,"male",79,79,81,87
"E08000023",2008,"female",84,84,85,88
"E08000023",2008,"male",80,81,82,86
"E08000023",2009,"female",84,84,85,89
"E08000023",2009,"male",80,81,82,86
"E08000023",2010,"female",84,84,86,89
"E08000023",2010,"male",80,81,82,87
"E08000023",2011,"female",84,85,86,89
"E08000023",2011,"male",80,81,82,86
"E08000023",2012,"female",85,85,86,90
"E08000023",2012,"male",81,82,83,87
"E08000023",2013,"female",84,84,85,89
"E08000023",2013,"male",81,81,83,87
"E08000024",2002,"female",82,83,83,87
"E08000024",2002,"male",77,78,79,86
"E08000024",2003,"female",82,83,84,88
"E08000024",2003,"male",77,78,80,86
"E08000024",2004,"female",82,83,84,88
"E08000024",2004,"male",78,79,80,86
"E08000024",2005,"female",83,83,84,88
"E08000024",2005,"male",79,79,81,86
"E08000024",2006,"female",83,83,84,89
"E08000024",2006,"male",79,80,81,86
"E08000024",2007,"female",83,84,84,88
"E08000024",2007,"male",79,80,81,86
"E08000024",2008,"female",84,84,84,88
"E08000024",2008,"male",79,80,81,86
"E08000024",2009,"female",84,84,85,88
"E08000024",2009,"male",80,81,83,86
"E08000024",2010,"female",84,85,86,89
"E08000024",2010,"male",80,81,82,87
"E08000024",2011,"female",84,85,85,89
"E08000024",2011,"male",81,81,83,87
"E08000024",2012,"female",84,85,86,89
"E08000024",2012,"male",82,83,84,87
"E08000024",2013,"female",84,84,85,88
"E08000024",2013,"male",82,83,84,87
"E08000025",2002,"female",83,84,85,88
"E08000025",2002,"male",78,79,81,86
"E08000025",2003,"female",83,84,85,88
"E08000025",2003,"male",78,79,80,87
"E08000025",2004,"female",83,84,85,89
"E08000025",2004,"male",78,79,81,87
"E08000025",2005,"female",84,84,85,89
"E08000025",2005,"male",79,79,81,87
"E08000025",2006,"female",84,85,86,89
"E08000025",2006,"male",79,80,82,87
"E08000025",2007,"female",84,85,86,89
"E08000025",2007,"male",79,80,82,87
"E08000025",2008,"female",85,85,86,89
"E08000025",2008,"male",80,81,82,87
"E08000025",2009,"female",85,85,86,89
"E08000025",2009,"male",80,81,83,87
"E08000025",2010,"female",85,86,87,89
"E08000025",2010,"male",81,81,83,87
"E08000025",2011,"female",86,86,87,90
"E08000025",2011,"male",81,82,83,88
"E08000025",2012,"female",86,86,87,89
"E08000025",2012,"male",82,83,84,88
"E08000025",2013,"female",85,86,87,90
"E08000025",2013,"male",81,82,83,88
"E08000026",2002,"female",84,85,86,89
"E08000026",2002,"male",80,80,82,87
"E08000026",2003,"female",84,84,85,89
"E08000026",2003,"male",79,80,81,87
"E08000026",2004,"female",84,84,85,89
"E08000026",2004,"male",78,79,81,87
"E08000026",2005,"female",83,84,85,89
"E08000026",2005,"male",78,79,82,87
"E08000026",2006,"female",85,85,86,89
"E08000026",2006,"male",79,80,82,87
"E08000026",2007,"female",84,85,86,89
"E08000026",2007,"male",80,81,83,87
"E08000026",2008,"female",85,85,86,89
"E08000026",2008,"male",80,81,83,87
"E08000026",2009,"female",85,85,86,89
"E08000026",2009,"male",80,81,83,87
"E08000026",2010,"female",85,86,87,90
"E08000026",2010,"male",81,82,84,88
"E08000026",2011,"female",86,86,87,90
"E08000026",2011,"male",82,82,84,88
"E08000026",2012,"female",85,85,86,89
"E08000026",2012,"male",82,83,84,88
"E08000026",2013,"female",85,86,87,89
"E08000026",2013,"male",82,82,84,88
"E08000027",2002,"female",83,84,85,88
"E08000027",2002,"male",79,79,81,86
"E08000027",2003,"female",84,84,85,88
"E08000027",2003,"male",79,80,82,86
"E08000027",2004,"female",84,84,85,88
"E08000027",2004,"male",80,80,82,86
"E08000027",2005,"female",84,85,85,88
"E08000027",2005,"male",80,80,82,87
"E08000027",2006,"female",85,85,86,89
"E08000027",2006,"male",80,81,83,87
"E08000027",2007,"female",85,86,86,89
"E08000027",2007,"male",81,82,83,87
"E08000027",2008,"female",85,85,86,89
"E08000027",2008,"male",81,82,83,87
"E08000027",2009,"female",86,86,87,89
"E08000027",2009,"male",81,82,83,87
"E08000027",2010,"female",86,86,87,89
"E08000027",2010,"male",82,83,84,88
"E08000027",2011,"female",86,87,87,90
"E08000027",2011,"male",83,83,85,88
"E08000027",2012,"female",86,87,87,90
"E08000027",2012,"male",83,84,85,88
"E08000027",2013,"female",86,87,87,89
"E08000027",2013,"male",82,83,83,87
"E08000028",2002,"female",82,83,84,88
"E08000028",2002,"male",77,78,80,86
"E08000028",2003,"female",82,83,84,88
"E08000028",2003,"male",78,79,81,86
"E08000028",2004,"female",82,82,84,88
"E08000028",2004,"male",77,78,81,87
"E08000028",2005,"female",83,83,85,88
"E08000028",2005,"male",78,79,80,87
"E08000028",2006,"female",84,84,85,88
"E08000028",2006,"male",78,79,82,86
"E08000028",2007,"female",83,83,84,88
"E08000028",2007,"male",78,79,81,86
"E08000028",2008,"female",84,84,85,89
"E08000028",2008,"male",79,80,82,87
"E08000028",2009,"female",85,85,86,88
"E08000028",2009,"male",80,80,82,87
"E08000028",2010,"female",84,85,86,89
"E08000028",2010,"male",80,81,82,87
"E08000028",2011,"female",85,85,86,89
"E08000028",2011,"male",80,81,82,87
"E08000028",2012,"female",85,85,86,89
"E08000028",2012,"male",80,81,83,87
"E08000028",2013,"female",85,85,86,89
"E08000028",2013,"male",81,81,83,87
"E08000029",2002,"female",86,86,86,89
"E08000029",2002,"male",81,82,83,87
"E08000029",2003,"female",85,86,86,89
"E08000029",2003,"male",81,81,82,87
"E08000029",2004,"female",85,85,86,90
"E08000029",2004,"male",82,83,84,87
"E08000029",2005,"female",86,87,88,90
"E08000029",2005,"male",82,82,83,87
"E08000029",2006,"female",87,87,88,90
"E08000029",2006,"male",82,83,84,88
"E08000029",2007,"female",87,87,88,90
"E08000029",2007,"male",82,82,84,88
"E08000029",2008,"female",87,87,88,90
"E08000029",2008,"male",82,83,84,88
"E08000029",2009,"female",88,88,88,90
"E08000029",2009,"male",84,85,85,88
"E08000029",2010,"female",88,88,88,90
"E08000029",2010,"male",84,84,85,88
"E08000029",2011,"female",87,88,88,NA
"E08000029",2011,"male",84,85,85,88
"E08000029",2012,"female",88,88,89,NA
"E08000029",2012,"male",84,84,85,88
"E08000029",2013,"female",87,87,88,90
"E08000029",2013,"male",84,84,85,88
"E08000030",2002,"female",84,84,85,89
"E08000030",2002,"male",79,80,82,87
"E08000030",2003,"female",83,84,85,88
"E08000030",2003,"male",79,80,81,86
"E08000030",2004,"female",84,85,85,89
"E08000030",2004,"male",79,80,82,87
"E08000030",2005,"female",84,84,85,89
"E08000030",2005,"male",80,81,82,87
"E08000030",2006,"female",85,85,86,89
"E08000030",2006,"male",79,80,81,87
"E08000030",2007,"female",84,85,85,89
"E08000030",2007,"male",80,81,82,87
"E08000030",2008,"female",85,85,86,89
"E08000030",2008,"male",80,81,83,87
"E08000030",2009,"female",85,86,87,89
"E08000030",2009,"male",80,81,82,87
"E08000030",2010,"female",85,86,87,90
"E08000030",2010,"male",82,82,84,87
"E08000030",2011,"female",86,86,87,90
"E08000030",2011,"male",81,82,84,87
"E08000030",2012,"female",86,86,87,90
"E08000030",2012,"male",82,82,84,88
"E08000030",2013,"female",86,86,87,90
"E08000030",2013,"male",82,82,83,87
"E08000031",2002,"female",83,84,85,89
"E08000031",2002,"male",78,79,81,87
"E08000031",2003,"female",83,84,85,88
"E08000031",2003,"male",78,79,81,87
"E08000031",2004,"female",84,84,85,88
"E08000031",2004,"male",79,80,81,86
"E08000031",2005,"female",83,84,85,89
"E08000031",2005,"male",79,80,82,87
"E08000031",2006,"female",84,85,86,89
"E08000031",2006,"male",79,80,82,87
"E08000031",2007,"female",85,85,86,89
"E08000031",2007,"male",80,80,82,87
"E08000031",2008,"female",84,85,86,89
"E08000031",2008,"male",80,81,83,87
"E08000031",2009,"female",84,85,86,89
"E08000031",2009,"male",81,81,83,88
"E08000031",2010,"female",85,85,86,89
"E08000031",2010,"male",81,81,83,87
"E08000031",2011,"female",85,86,86,89
"E08000031",2011,"male",81,82,83,88
"E08000031",2012,"female",86,86,87,90
"E08000031",2012,"male",82,83,84,88
"E08000031",2013,"female",86,86,87,89
"E08000031",2013,"male",82,83,84,88
"E08000032",2002,"female",83,84,84,88
"E08000032",2002,"male",77,78,81,87
"E08000032",2003,"female",83,84,85,89
"E08000032",2003,"male",79,79,81,86
"E08000032",2004,"female",83,84,84,88
"E08000032",2004,"male",79,80,81,87
"E08000032",2005,"female",83,84,85,88
"E08000032",2005,"male",79,80,82,86
"E08000032",2006,"female",84,84,85,89
"E08000032",2006,"male",80,80,82,87
"E08000032",2007,"female",83,84,85,89
"E08000032",2007,"male",79,80,82,87
"E08000032",2008,"female",84,84,85,88
"E08000032",2008,"male",80,81,82,87
"E08000032",2009,"female",84,85,86,89
"E08000032",2009,"male",81,82,83,87
"E08000032",2010,"female",84,85,86,89
"E08000032",2010,"male",81,81,83,87
"E08000032",2011,"female",85,85,86,90
"E08000032",2011,"male",81,82,83,87
"E08000032",2012,"female",85,86,86,89
"E08000032",2012,"male",82,82,83,87
"E08000032",2013,"female",85,85,86,89
"E08000032",2013,"male",81,82,84,87
"E08000033",2002,"female",84,84,85,88
"E08000033",2002,"male",79,79,81,86
"E08000033",2003,"female",84,84,85,89
"E08000033",2003,"male",79,80,81,87
"E08000033",2004,"female",85,85,85,88
"E08000033",2004,"male",78,79,81,87
"E08000033",2005,"female",83,84,85,88
"E08000033",2005,"male",80,80,82,87
"E08000033",2006,"female",85,85,86,89
"E08000033",2006,"male",81,82,83,87
"E08000033",2007,"female",85,85,86,88
"E08000033",2007,"male",80,81,82,87
"E08000033",2008,"female",85,85,86,89
"E08000033",2008,"male",81,82,84,88
"E08000033",2009,"female",85,85,86,89
"E08000033",2009,"male",81,81,83,87
"E08000033",2010,"female",85,86,87,90
"E08000033",2010,"male",81,82,83,88
"E08000033",2011,"female",86,86,87,89
"E08000033",2011,"male",81,81,82,87
"E08000033",2012,"female",86,86,87,89
"E08000033",2012,"male",82,83,84,87
"E08000033",2013,"female",86,86,87,90
"E08000033",2013,"male",82,83,84,87
"E08000034",2002,"female",83,84,85,88
"E08000034",2002,"male",79,80,81,86
"E08000034",2003,"female",83,84,85,88
"E08000034",2003,"male",79,80,81,86
"E08000034",2004,"female",84,84,85,88
"E08000034",2004,"male",79,80,81,86
"E08000034",2005,"female",84,84,85,88
"E08000034",2005,"male",80,80,82,86
"E08000034",2006,"female",84,85,86,89
"E08000034",2006,"male",81,81,83,87
"E08000034",2007,"female",84,84,85,89
"E08000034",2007,"male",81,81,83,87
"E08000034",2008,"female",84,85,86,89
"E08000034",2008,"male",81,81,83,87
"E08000034",2009,"female",85,85,86,88
"E08000034",2009,"male",81,81,83,87
"E08000034",2010,"female",85,86,86,89
"E08000034",2010,"male",81,82,83,87
"E08000034",2011,"female",86,86,87,89
"E08000034",2011,"male",82,83,84,88
"E08000034",2012,"female",85,86,87,89
"E08000034",2012,"male",82,83,84,87
"E08000034",2013,"female",86,87,87,89
"E08000034",2013,"male",82,83,84,87
"E08000035",2002,"female",84,84,85,89
"E08000035",2002,"male",79,80,81,87
"E08000035",2003,"female",84,84,85,89
"E08000035",2003,"male",79,80,81,87
"E08000035",2004,"female",84,85,85,89
"E08000035",2004,"male",80,80,82,87
"E08000035",2005,"female",84,85,86,89
"E08000035",2005,"male",80,80,82,87
"E08000035",2006,"female",85,85,86,89
"E08000035",2006,"male",80,81,82,87
"E08000035",2007,"female",85,85,86,89
"E08000035",2007,"male",81,81,83,87
"E08000035",2008,"female",85,85,86,89
"E08000035",2008,"male",80,81,83,87
"E08000035",2009,"female",85,85,86,89
"E08000035",2009,"male",81,82,83,87
"E08000035",2010,"female",85,86,86,89
"E08000035",2010,"male",81,82,83,88
"E08000035",2011,"female",85,85,86,89
"E08000035",2011,"male",81,82,83,87
"E08000035",2012,"female",85,86,86,89
"E08000035",2012,"male",82,82,83,87
"E08000035",2013,"female",85,86,86,89
"E08000035",2013,"male",82,82,83,87
"E08000036",2002,"female",83,83,84,88
"E08000036",2002,"male",78,79,80,86
"E08000036",2003,"female",83,83,85,88
"E08000036",2003,"male",79,79,81,86
"E08000036",2004,"female",83,83,84,88
"E08000036",2004,"male",79,79,81,86
"E08000036",2005,"female",83,84,85,88
"E08000036",2005,"male",79,80,81,86
"E08000036",2006,"female",84,84,85,89
"E08000036",2006,"male",79,80,81,86
"E08000036",2007,"female",84,84,85,88
"E08000036",2007,"male",80,81,82,86
"E08000036",2008,"female",84,84,85,88
"E08000036",2008,"male",81,81,82,87
"E08000036",2009,"female",85,85,86,89
"E08000036",2009,"male",80,81,82,87
"E08000036",2010,"female",85,85,86,89
"E08000036",2010,"male",81,82,83,87
"E08000036",2011,"female",85,85,86,89
"E08000036",2011,"male",81,82,83,87
"E08000036",2012,"female",85,85,86,89
"E08000036",2012,"male",82,83,84,87
"E08000036",2013,"female",85,86,86,89
"E08000036",2013,"male",82,82,84,87
"E08000037",2002,"female",82,82,84,88
"E08000037",2002,"male",77,78,80,86
"E08000037",2003,"female",83,84,85,88
"E08000037",2003,"male",78,79,80,86
"E08000037",2004,"female",82,83,84,88
"E08000037",2004,"male",78,79,81,85
"E08000037",2005,"female",82,83,84,87
"E08000037",2005,"male",79,80,82,86
"E08000037",2006,"female",83,83,84,89
"E08000037",2006,"male",79,80,83,87
"E08000037",2007,"female",84,84,85,89
"E08000037",2007,"male",80,81,83,87
"E08000037",2008,"female",84,85,85,88
"E08000037",2008,"male",80,81,82,86
"E08000037",2009,"female",84,85,86,88
"E08000037",2009,"male",80,81,82,87
"E08000037",2010,"female",85,85,86,89
"E08000037",2010,"male",81,82,83,87
"E08000037",2011,"female",85,85,86,88
"E08000037",2011,"male",81,82,83,88
"E08000037",2012,"female",84,85,86,89
"E08000037",2012,"male",81,82,83,87
"E08000037",2013,"female",84,84,85,87
"E08000037",2013,"male",81,82,83,88
"E09000001",2002,"female",85,85,85,88
"E09000001",2002,"male",88,88,89,90
"E09000001",2003,"female",87,87,87,87
"E09000001",2003,"male",80,80,83,89
"E09000001",2004,"female",84,84,84,89
"E09000001",2004,"male",NA,NA,NA,NA
"E09000001",2005,"female",84,84,85,88
"E09000001",2005,"male",NA,NA,NA,NA
"E09000001",2006,"female",90,90,90,90
"E09000001",2006,"male",NA,NA,NA,NA
"E09000001",2007,"female",87,87,87,87
"E09000001",2007,"male",NA,NA,NA,NA
"E09000001",2008,"female",NA,NA,NA,NA
"E09000001",2008,"male",86,87,87,88
"E09000001",2009,"female",89,89,90,90
"E09000001",2009,"male",86,86,86,86
"E09000001",2010,"female",87,87,89,89
"E09000001",2010,"male",82,82,82,87
"E09000001",2011,"female",90,NA,NA,NA
"E09000001",2011,"male",90,90,90,90
"E09000001",2012,"female",90,NA,NA,NA
"E09000001",2012,"male",84,85,85,NA
"E09000001",2013,"female",NA,NA,NA,NA
"E09000001",2013,"male",90,90,90,90
"E09000002",2002,"female",83,83,85,88
"E09000002",2002,"male",77,78,80,86
"E09000002",2003,"female",82,83,84,88
"E09000002",2003,"male",77,78,80,86
"E09000002",2004,"female",83,83,85,88
"E09000002",2004,"male",78,78,80,87
"E09000002",2005,"female",83,83,84,88
"E09000002",2005,"male",79,79,80,86
"E09000002",2006,"female",83,83,84,88
"E09000002",2006,"male",79,80,81,86
"E09000002",2007,"female",84,85,86,89
"E09000002",2007,"male",79,80,81,86
"E09000002",2008,"female",84,84,85,89
"E09000002",2008,"male",80,80,82,86
"E09000002",2009,"female",84,84,85,88
"E09000002",2009,"male",79,79,82,87
"E09000002",2010,"female",84,84,86,90
"E09000002",2010,"male",81,82,83,87
"E09000002",2011,"female",85,85,87,90
"E09000002",2011,"male",80,80,82,88
"E09000002",2012,"female",85,85,86,89
"E09000002",2012,"male",80,81,83,87
"E09000002",2013,"female",85,85,86,90
"E09000002",2013,"male",82,83,84,87
"E09000003",2002,"female",85,86,86,89
"E09000003",2002,"male",82,82,83,87
"E09000003",2003,"female",86,86,87,89
"E09000003",2003,"male",82,82,83,87
"E09000003",2004,"female",86,86,86,89
"E09000003",2004,"male",82,82,84,87
"E09000003",2005,"female",86,87,87,90
"E09000003",2005,"male",82,83,84,87
"E09000003",2006,"female",86,87,87,90
"E09000003",2006,"male",83,84,85,88
"E09000003",2007,"female",87,87,88,90
"E09000003",2007,"male",84,84,85,88
"E09000003",2008,"female",88,88,89,90
"E09000003",2008,"male",84,84,85,88
"E09000003",2009,"female",87,87,88,90
"E09000003",2009,"male",84,85,86,88
"E09000003",2010,"female",88,88,88,NA
"E09000003",2010,"male",84,84,85,89
"E09000003",2011,"female",88,88,89,90
"E09000003",2011,"male",85,85,86,89
"E09000003",2012,"female",88,88,89,90
"E09000003",2012,"male",85,85,86,89
"E09000003",2013,"female",88,89,89,90
"E09000003",2013,"male",85,85,86,89
"E09000004",2002,"female",84,85,86,89
"E09000004",2002,"male",80,81,82,87
"E09000004",2003,"female",85,85,86,89
"E09000004",2003,"male",81,82,83,87
"E09000004",2004,"female",85,85,86,89
"E09000004",2004,"male",81,82,83,87
"E09000004",2005,"female",86,86,86,89
"E09000004",2005,"male",82,82,83,87
"E09000004",2006,"female",86,87,87,90
"E09000004",2006,"male",82,82,83,87
"E09000004",2007,"female",87,87,88,90
"E09000004",2007,"male",82,83,84,88
"E09000004",2008,"female",86,87,87,90
"E09000004",2008,"male",83,83,84,88
"E09000004",2009,"female",86,87,87,90
"E09000004",2009,"male",83,83,84,88
"E09000004",2010,"female",87,87,88,90
"E09000004",2010,"male",84,84,85,88
"E09000004",2011,"female",86,87,87,90
"E09000004",2011,"male",83,84,85,88
"E09000004",2012,"female",88,88,88,90
"E09000004",2012,"male",84,84,85,88
"E09000004",2013,"female",87,87,87,90
"E09000004",2013,"male",83,84,85,88
"E09000005",2002,"female",85,85,86,89
"E09000005",2002,"male",79,80,82,87
"E09000005",2003,"female",85,85,86,89
"E09000005",2003,"male",80,81,82,87
"E09000005",2004,"female",85,86,86,89
"E09000005",2004,"male",80,81,82,87
"E09000005",2005,"female",86,86,87,89
"E09000005",2005,"male",81,82,83,87
"E09000005",2006,"female",86,87,87,90
"E09000005",2006,"male",81,82,84,87
"E09000005",2007,"female",87,87,88,90
"E09000005",2007,"male",82,82,84,89
"E09000005",2008,"female",87,87,88,90
"E09000005",2008,"male",82,83,84,88
"E09000005",2009,"female",87,88,89,90
"E09000005",2009,"male",83,84,85,88
"E09000005",2010,"female",87,87,88,90
"E09000005",2010,"male",83,84,85,89
"E09000005",2011,"female",87,88,88,90
"E09000005",2011,"male",84,84,85,89
"E09000005",2012,"female",88,89,89,NA
"E09000005",2012,"male",83,83,85,89
"E09000005",2013,"female",88,88,89,NA
"E09000005",2013,"male",83,84,85,89
"E09000006",2002,"female",85,86,86,89
"E09000006",2002,"male",81,82,83,87
"E09000006",2003,"female",85,85,86,89
"E09000006",2003,"male",82,82,83,87
"E09000006",2004,"female",86,86,87,89
"E09000006",2004,"male",81,82,83,87
"E09000006",2005,"female",86,86,87,89
"E09000006",2005,"male",83,83,84,88
"E09000006",2006,"female",87,87,88,90
"E09000006",2006,"male",83,83,84,88
"E09000006",2007,"female",87,87,88,90
"E09000006",2007,"male",83,84,85,88
"E09000006",2008,"female",87,87,87,89
"E09000006",2008,"male",84,84,85,88
"E09000006",2009,"female",87,87,88,90
"E09000006",2009,"male",84,84,85,88
"E09000006",2010,"female",88,88,89,90
"E09000006",2010,"male",84,84,85,88
"E09000006",2011,"female",88,88,88,90
"E09000006",2011,"male",84,84,85,89
"E09000006",2012,"female",87,87,88,90
"E09000006",2012,"male",84,85,85,89
"E09000006",2013,"female",88,88,89,90
"E09000006",2013,"male",84,84,85,89
"E09000007",2002,"female",85,86,87,89
"E09000007",2002,"male",77,78,80,88
"E09000007",2003,"female",85,85,86,88
"E09000007",2003,"male",79,80,82,88
"E09000007",2004,"female",85,86,86,88
"E09000007",2004,"male",78,80,82,87
"E09000007",2005,"female",85,86,87,89
"E09000007",2005,"male",79,80,82,86
"E09000007",2006,"female",87,87,88,90
"E09000007",2006,"male",80,80,82,88
"E09000007",2007,"female",85,85,86,90
"E09000007",2007,"male",81,82,85,88
"E09000007",2008,"female",87,87,88,NA
"E09000007",2008,"male",81,82,83,88
"E09000007",2009,"female",89,89,90,NA
"E09000007",2009,"male",83,83,84,89
"E09000007",2010,"female",88,89,89,NA
"E09000007",2010,"male",83,84,85,88
"E09000007",2011,"female",89,89,90,NA
"E09000007",2011,"male",83,84,86,90
"E09000007",2012,"female",88,88,89,NA
"E09000007",2012,"male",83,84,86,90
"E09000007",2013,"female",88,89,89,NA
"E09000007",2013,"male",84,84,85,88
"E09000008",2002,"female",84,84,85,89
"E09000008",2002,"male",80,81,82,87
"E09000008",2003,"female",84,85,85,88
"E09000008",2003,"male",80,81,82,88
"E09000008",2004,"female",84,84,85,89
"E09000008",2004,"male",79,80,82,88
"E09000008",2005,"female",85,85,86,89
"E09000008",2005,"male",81,82,83,88
"E09000008",2006,"female",85,85,86,89
"E09000008",2006,"male",81,82,84,88
"E09000008",2007,"female",86,86,87,90
"E09000008",2007,"male",81,82,83,88
"E09000008",2008,"female",86,86,87,89
"E09000008",2008,"male",82,83,84,88
"E09000008",2009,"female",86,86,87,89
"E09000008",2009,"male",82,83,84,88
"E09000008",2010,"female",87,87,88,90
"E09000008",2010,"male",83,83,84,88
"E09000008",2011,"female",86,87,87,89
"E09000008",2011,"male",83,84,85,88
"E09000008",2012,"female",87,87,87,90
"E09000008",2012,"male",83,83,84,88
"E09000008",2013,"female",86,87,87,90
"E09000008",2013,"male",84,84,86,89
"E09000009",2002,"female",84,85,85,89
"E09000009",2002,"male",79,80,82,87
"E09000009",2003,"female",85,86,86,89
"E09000009",2003,"male",79,79,81,87
"E09000009",2004,"female",85,86,87,90
"E09000009",2004,"male",80,80,82,87
"E09000009",2005,"female",85,86,86,89
"E09000009",2005,"male",80,81,82,88
"E09000009",2006,"female",86,86,87,NA
"E09000009",2006,"male",81,81,82,87
"E09000009",2007,"female",86,86,87,90
"E09000009",2007,"male",81,82,84,88
"E09000009",2008,"female",86,86,87,90
"E09000009",2008,"male",82,83,84,88
"E09000009",2009,"female",86,86,87,90
"E09000009",2009,"male",82,83,85,88
"E09000009",2010,"female",86,87,87,90
"E09000009",2010,"male",82,82,84,88
"E09000009",2011,"female",87,87,87,90
"E09000009",2011,"male",83,84,85,89
"E09000009",2012,"female",86,87,87,90
"E09000009",2012,"male",83,83,84,88
"E09000009",2013,"female",87,87,88,90
"E09000009",2013,"male",83,84,85,89
"E09000010",2002,"female",84,84,85,89
"E09000010",2002,"male",80,81,82,87
"E09000010",2003,"female",85,85,86,89
"E09000010",2003,"male",81,81,83,87
"E09000010",2004,"female",85,85,86,89
"E09000010",2004,"male",81,81,83,86
"E09000010",2005,"female",85,86,86,89
"E09000010",2005,"male",81,82,83,87
"E09000010",2006,"female",85,86,86,89
"E09000010",2006,"male",82,82,83,87
"E09000010",2007,"female",86,87,87,90
"E09000010",2007,"male",82,83,84,87
"E09000010",2008,"female",86,86,87,90
"E09000010",2008,"male",83,83,84,87
"E09000010",2009,"female",86,87,87,89
"E09000010",2009,"male",82,83,85,88
"E09000010",2010,"female",86,87,87,90
"E09000010",2010,"male",83,83,84,88
"E09000010",2011,"female",87,87,88,90
"E09000010",2011,"male",84,84,85,89
"E09000010",2012,"female",86,87,87,90
"E09000010",2012,"male",84,84,85,89
"E09000010",2013,"female",87,87,88,90
"E09000010",2013,"male",84,84,85,89
"E09000011",2002,"female",83,84,85,89
"E09000011",2002,"male",78,79,81,87
"E09000011",2003,"female",83,84,85,88
"E09000011",2003,"male",77,78,80,87
"E09000011",2004,"female",83,84,84,88
"E09000011",2004,"male",78,79,81,86
"E09000011",2005,"female",83,84,85,88
"E09000011",2005,"male",78,78,81,86
"E09000011",2006,"female",85,85,86,89
"E09000011",2006,"male",79,79,82,87
"E09000011",2007,"female",84,85,86,89
"E09000011",2007,"male",79,80,82,87
"E09000011",2008,"female",85,85,86,89
"E09000011",2008,"male",79,80,82,87
"E09000011",2009,"female",85,86,86,89
"E09000011",2009,"male",80,81,82,87
"E09000011",2010,"female",84,85,86,89
"E09000011",2010,"male",81,82,83,87
"E09000011",2011,"female",85,85,86,89
"E09000011",2011,"male",82,83,83,88
"E09000011",2012,"female",85,86,86,89
"E09000011",2012,"male",81,82,83,87
"E09000011",2013,"female",85,86,87,90
"E09000011",2013,"male",83,83,84,87
"E09000012",2002,"female",84,85,86,89
"E09000012",2002,"male",79,80,82,87
"E09000012",2003,"female",83,84,85,89
"E09000012",2003,"male",77,78,81,87
"E09000012",2004,"female",84,84,85,89
